gvkey,state,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,cusip,companyname,curcdq,datacqtr,datafqtr,atq,ltq,ncoq,recdq,rectq,rectrq,revtq,wcapq,xintq,cik,costat,county,sic,rec_to_assets,rec_to_rev,ultdunsno,dunsno,companyname_db,ultsls,state_db,sic_db,stateslspctak,stateslspctal,stateslspctar,stateslspctaz,stateslspctca,stateslspctco,stateslspctct,stateslspctdc,stateslspctde,stateslspctfl,stateslspctga,stateslspcthi,stateslspctia,stateslspctid,stateslspctil,stateslspctin,stateslspctks,stateslspctky,stateslspctla,stateslspctma,stateslspctmd,stateslspctme,stateslspctmi,stateslspctmn,stateslspctmo,stateslspctms,stateslspctmt,stateslspctnc,stateslspctnd,stateslspctne,stateslspctnh,stateslspctnj,stateslspctnm,stateslspctnv,stateslspctny,stateslspctoh,stateslspctok,stateslspctor,stateslspctpa,stateslspctri,stateslspctsc,stateslspctsd,stateslspcttn,stateslspcttx,stateslspctut,stateslspctva,stateslspctvt,stateslspctwa,stateslspctwi,stateslspctwv,stateslspctwy,_merge
5646,IL,19780331,1978,1,INDL,C,D,STD,HINE,433236106,HINES (EDWARD) LUMBER CO,USD,1978Q1,1978Q1,110.342,36.344002,,,27.049,,70.332001,36.040001,,47613,I,,5031,.24513784,.38459024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
5722,MD,19780331,1978,1,INDL,C,D,STD,HII.1,441074101,HOST INTERNATIONAL INC,USD,1978Q1,1978Q1,152.34599,89.197998,,,7.178,,70.925003,14.973,1.191,905042,I,,5812,.047116432,.1012055,006907646,44333722,HOST INTERNATIONAL INC,301500000,CA,5812,,,,,.87396353,0,,0,,0,,0,,,0,,,,.0099502485,0,0,,0,0,0,,,,,,,0,,0,0,,,,,,,,,.11608624,,,,0,,0,,Matched (3)
5729,CA,19780430,1978,1,INDL,C,D,STD,HFAB,441759107,HOUSE OF FABRICS INC,USD,1978Q1,1978Q1,84.521004,35.730999,,,.34400001,,33.022999,37.205002,.31099999,315125,I,,5940,.0040699947,.010416982,029519725,53234647,HOUSE OF FABRICS INC,138000000,CA,5399,,,,0,1,0,0,,,,,,,,0,,,,,,,0,,,0,,,,,,,,0,,,0,,0,0,,0,,,0,,0,,,,,,Matched (3)
5732,IL,19780331,1978,1,INDL,C,D,STD,HOV.,441776101,HOUSE OF VISION INC,USD,1978Q1,1978Q1,16.950001,7.0479999,,,4.4250002,,8.7139997,11.331,.068000004,,I,Cook,5990,.26106194,.50780356,006930580,6930580,HOUSE OF VISION INC THE,85600000,IL,5999,,,,,.093457945,0,,,,,0,,,,.87149531,,,,,0,0,,,0,,,,,,,,0,,,,.03504673,,,,,,,,0,,,,,0,,,Matched (3)
5772,OH,19770930,1978,1,INDL,C,D,STD,HUFCQ,444356109,HUFFY CORP,USD,1977Q3,1978Q1,65.741997,38.104,,,24.298,,40.382,24.773001,.47099999,225463,I,,5090,.3695963,.6017037,004246500,87434346,HUFFY CORPORATION,172000000,OH,7699,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,Matched (3)
5899,FL,19780331,1978,1,INDL,C,D,STD,IPII,452848401,IMPERIAL INDUSTRIES INC,USD,1978Q1,1978Q1,24.705,15.999,,,8.9879999,,15.472,8.3520002,.219,49930,I,,5030,.36381298,.5809204,44921435,44921435,IMPERIAL INDUSTRIES INC,45700000,FL,2434,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
5968,IL,19780331,1978,1,INDL,C,D,STD,RYI,783754104,RYERSON HOLDING CORP,USD,1978Q1,1978Q1,2283.2729,1118.807,,,353.53799,,756.47601,345.112,11.821,1481582,A,,5051,.15483825,.46734861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
6079,CA,19780331,1978,1,INDL,C,D,STD,IFS.2,459528105,INTL FOODSERVICE CORP,USD,1978Q1,1978Q1,78.877998,59.058998,,,25.129999,,58.773998,25.566,.71799999,,I,,5141,.31859326,.42757002,53900023,53900023,INTERNATIONAL FOOD SV HAWA*,11100000,HI,5147,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
6108,MA,19780331,1978,1,INDL,C,D,STD,GRXR,399427103,GROUND ROUND RESTAURANT,USD,1978Q1,1978Q1,48.890999,18.546,,,6.6700001,,12.493,11.8,.185,51467,I,,5812,.13642593,.53389901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
6114,NY,19780531,1978,1,INDL,C,D,STD,RRT,760930107,RESOURCE RECYCLING TECH,USD,1978Q2,1978Q1,17.66,7.151,,,8.2220001,,8.2469997,9.9569998,.13600001,51519,I,,5090,.46557191,.99696857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
6127,TX,19780331,1978,1,INDL,C,D,STD,ENRNQ,293561106,ENRON CORP,USD,1978Q1,1978Q1,2285.271,1332.132,,,248.50301,,589.42401,223.16,14.174,1024401,I,,5172,.10874115,.42160311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
6131,NJ,19780531,1978,1,INDL,C,D,STD,3IPHT,460596109,INTERPHOTO CORP,USD,1978Q2,1978Q1,11.387,7.211,,,3.355,,4.605,3.3,.163,51639,I,Bergen,5040,.29463422,.72855592,005359245,53171005,INTERPHOTO CORPORATION,22820000,NJ,5043,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,,,0,0,,,,,0,,,,,,,,,,,Matched (3)
6179,NJ,19770930,1978,1,INDL,C,D,STD,EYE.2,859488108,STERLING OPTICAL CORP,USD,1977Q3,1978Q1,85.956001,44.368999,,,20.693001,,34.803001,41.692001,.53899997,52522,I,Bergen,5990,.24073945,.59457517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
6206,IL,19780430,1978,1,INDL,C,D,STD,3JGIN,466145208,JG INDUSTRIES INC,USD,1978Q1,1978Q1,147.868,107.145,,,49.069,,59.07,24.424999,.96799999,42179,I,,5311,.33184326,.83069241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
6229,NJ,19780430,1978,1,INDL,C,D,STD,JMYCQ,470737107,JAMESWAY CORP,USD,1978Q1,1978Q1,66.471001,40.869999,,,1.817,,36.398998,26.961,.285,53134,I,,5331,.027335228,.049918953,002251874,80808900,JAMESWAY CORP,176450000,NJ,5311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,,,0,,,,,,,0,,,,,,Matched (3)
6260,ID,19780430,1978,1,INDL,C,D,STD,JWL.,477196109,JEWEL COS INC,USD,1978Q1,1978Q1,915.34998,578.91998,,,36.842999,,779.133,118.92,5.0580001,1705260,I,,5411,.040250178,.047287177,005068630,89828180,JEWEL COMPANIES INC,3888940032,IL,4222,,,0,,0,0,,,,0,,,0,0,.9997583,0,,0,,.00012856974,,0,0,0,0,,.00011314137,0,0,0,0,0,,,0,,,0,0,0,,0,,0,,,0,0,0,,0,Matched (3)
6261,PA,19780430,1978,1,INDL,C,D,STD,5850B,477205108,JEWELCOR INC,USD,1978Q1,1978Q1,93.672997,58.396,,,13.237,,23.273001,28.115999,.72000003,53511,I,,5094,.14131074,.56877071,052294873,68568559,JEWELCOR INCORPORATED,283200000,PA,5399,,0,,0,0,,,,,0,,,,,.021186441,0,,,,,0,,,,,,,,,,,0,,,0,,,,.97881359,,,,,0,,,,,,,,Matched (3)
6285,CA,19780331,1978,1,INDL,C,D,STD,JOR.1,480829100,JORGENSEN (EARLE M.) CO,USD,1978Q1,1978Q1,145.612,45.532001,,,35.678001,,73.459999,64.473,.38299999,54003,I,,5051,.24502102,.48567927,008253718,9602087,JORGENSEN EARLE M CO*,241000000,CA,5051,,,,0,1,0,,,,,,0,,,0,,,,,,0,,0,,0,,,,,,,,,,,0,0,,0,,,,,0,,,,0,,,,Matched (3)
6303,MA,19780430,1978,1,INDL,C,D,STD,KDT,482455102,KDT INDUSTRIES INC,USD,1978Q1,1978Q1,239.58,162.472,,,4.7420001,,106.98,83.894997,1.569,55953,I,Suffolk,5331,.01979297,.044326041,006952477,30823629,KINGS DEPARTMENT STORES INC,467000000,MA,5311,,,,,,0,0,,,0,,,,,,0,,0,,.99357599,0,0,0,,,,,0,,,0,0,,,.0064239828,0,,,0,,,,0,,,0,0,,,,,Matched (3)
6307,IL,19780430,1978,1,INDL,C,D,STD,SHLDQ,812350106,SEARS HOLDINGS CORP,USD,1978Q1,1978Q1,4491.6992,2808.999,,,45.700001,,2290.7,1209.6,31.1,1310067,A,,5311,.010174324,.019950233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
6354,ON,19780331,1978,1,INDL,C,D,STD,INNP,45775F104,BALFOUR MACLAINE CORP,USD,1978Q1,1978Q1,131.3,101.929,,,47.268002,,125.035,27.618,1.28,,I,,5140,.36000001,.37803814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
6400,GA,19780331,1978,1,INDL,C,D,STD,3KNWNE,491782108,KENWIN SHOPS INC,USD,1978Q1,1978Q1,7.2449999,1.232,,,1.936,,3.868,5.3080001,,55393,I,,5621,.26721877,.50051707,008919292,8919292,KENWIN SHOPS INC,16500000,NY,5621,,0,0,,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,1,,,,,,0,,0,0,,,,,,,,Matched (3)
6404,NJ,19780731,1978,1,INDL,C,D,STD,KCH.1,492620109,KETCHUM & CO,USD,1978Q2,1978Q1,27.593,17.934,,,9.6590004,,36.456001,12.119,.106,55510,I,,5122,.35005254,.26494953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
6502,OH,19780331,1978,1,INDL,C,D,STD,KR,501044101,KROGER CO,USD,1978Q1,1978Q1,1517.106,1021.028,,,71.679001,,1674.828,295.785,7.223,56873,A,,5411,.047247194,.042797826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
6508,TN,19780430,1978,1,INDL,C,D,STD,KBK.,501215107,KUHN'S-BIG K STORES,USD,1978Q1,1978Q1,88.862999,61.509998,,,.050999999,,64.846001,23.608,.82599998,,I,Davidson,5331,.00057391718,.00078647875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
6553,NY,19770930,1978,1,INDL,C,D,STD,2825B,506750108,LAFAYETTE RADIO ELCTRNC CORP,USD,1977Q3,1978Q1,52.707001,19.919001,,,9.2250004,,18.149,27.683001,.27599999,,I,Nassau,5731,.1750242,.5082925,008963688,40469819,LAFAYETTE RDO ELCR OPERATING*,89180000,NY,5732,,,,,0,,0,,,,,,,,0,,,,,0,0,,,0,0,,,,,,,0,,,1,0,,,0,0,,,,,,,,,0,,,Matched (3)
6583,OH,19780430,1978,1,INDL,C,D,STD,LNY.,515174100,LANE BRYANT INC,USD,1978Q1,1978Q1,144.459,55.962002,,,66.239998,,85.530998,73.667,.119,57639,I,,5621,.45853841,.77445602,008917668,74000811,LANE BRYANT INC,334600000,NY,5137,,,,0,0,0,,0,,0,0,,,,.0047818292,0,,0,0,0,0,,0,0,0,,,,,,,0,,,.99521816,0,,,0,,,,,0,,0,,,,0,,Matched (3)
6619,NY,19780831,1978,1,INDL,C,D,STD,LKII,521078105,LAZARE KAPLAN INTERNATIONAL,USD,1978Q3,1978Q1,21.506001,4.1620002,,,4.533,,10.438,16.787001,,202375,I,,5094,.21077839,.43427861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
6733,OH,19771031,1978,1,INDL,C,D,STD,BBWI,070830104,BATH & BODY WORKS INC,USD,1977Q3,1978Q1,67.591003,39.515999,,,7.3000002,,53.126999,17.474001,.38100001,701985,A,,5990,.10800254,.13740659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
6753,NJ,19780331,1978,1,INDL,C,D,STD,3LIOC.,536257108,LIONEL CORP,USD,1978Q1,1978Q1,94.674004,73.205002,,,12.676,,25.469,8.868,.80199999,59696,I,,5945,.13389103,.49770308,008967721,10951697,LIONEL LEISURE INC,320500000,NY,5945,,,,0,.054602183,,,,,0,0,,,,0,,,,,,,,,,,,,,,.14040561,,0,,,.53354132,0,,,.27145085,,,0,,,,,,,,,,Matched (3)
6780,NY,19771031,1978,1,INDL,C,D,STD,LOH,540414109,LOEHMANN'S INC,USD,1977Q3,1978Q1,28.500999,10.646,,,0,,38,12.506,,,I,,5621,0,0,007874563,80520471,LOEHMANS INC,135400000,NY,5621,,,,,0,,0,,,,0,,,,0,,,,,0,0,,,,,,,0,,,,0,,,1,,,,0,,0,,,0,,0,,,,,,Matched (3)
6802,MD,19780430,1978,1,INDL,C,D,STD,LDG,543162101,LONGS DRUG STORES CORP,USD,1978Q1,1978Q1,147.67799,41.768002,,,0,,142.394,35.800999,0,764762,I,,5912,0,0,006910004,43662675,LONGS DRUG STORES INC,550000000,CA,5912,0,,,0,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
6829,NC,19780430,1978,1,INDL,C,D,STD,LOW,548661107,LOWE'S COS INC,USD,1978Q1,1978Q1,265.772,140.298,,,79.692001,,167.34,108.537,1.442,60667,A,,5211,.299851,.47622803,005167812,5167812,LOWES INC,15000000,IN,3299,,,,,,,,,,,,,,,0,1,,,,,,,0,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,Matched (3)
6834,CA,19780430,1978,1,INDL,C,D,STD,LKS,549577104,LUCKY STORES INC,USD,1978Q1,1978Q1,954.16101,664.06299,,,41.368,,1074.8409,174.761,5.6020002,1704899,I,Alameda,5411,.043355368,.038487554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
6885,CA,19780131,1978,1,INDL,C,D,STD,MPO.,553393208,MPO VIDEOTRONICS INC,USD,1977Q4,1978Q1,9.1470003,4.5320001,,,2.8099999,,5.1810002,4.0650001,.063000001,68676,I,,5090,.30720454,.54236633,093667830,94011137,MPO MANUFACTURING CORPORATION*,0,CA,3861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
6914,CT,19771231,1978,1,INDL,C,D,STD,MAK.1,554528307,MACKE CO,USD,1977Q4,1978Q1,89.019997,46.062,,,9.7700005,,52.771999,16.864,.41499999,61229,I,,5960,.10975062,.18513605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
6915,NC,19780430,1978,1,INDL,C,D,STD,MKS.8,554719104,MACKS STORES,USD,1978Q1,1978Q1,18.325001,7.598,,,.105,,9.8170004,8.3570004,.068000004,,I,Lee,5331,.0057298774,.010695732,024796112,66326042,MACKS STORES INC,45000000,NC,5331,,,,,,,,,,,.0066666668,,,,,,,,,,,,,,,,,.99333334,,,,,,,,,,,,,0,,,,,0,,,,,,Matched (3)
6928,NY,19771031,1978,1,INDL,C,D,STD,4931C,556139939,MACY (R H) & CO,USD,1977Q3,1978Q1,978.71997,576.54602,,,71.627998,,437.13101,138.2,10.111,61300,I,,5311,.073185384,.16385935,006987135,93314581,MACY R H COMPANY INC,1863725952,NY,5712,,,,,0,,0,,,,0,,,,,,0,,,0,,,,,0,,,,,,,.000059021553,,,.99994099,0,,,0,,0,,,,,,,,,,,Matched (3)
6979,TN,19770930,1978,1,INDL,C,D,STD,MHI.2,561280108,MALONE & HYDE INC,USD,1977Q3,1978Q1,210.38901,120.175,,,37.294998,,296.138,65.163002,.81300002,61757,I,,5141,.17726687,.12593791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
7068,MN,19780430,1978,1,INDL,C,D,STD,MF.,572342103,MARSHALL FIELD & CO,USD,1978Q1,1978Q1,423.28,186.87601,,,95.068001,,141.94099,125.38,.87900001,62758,I,,5311,.22459838,.66977125,006930051,62473079,MARSHALL FIELD & CO *,666000000,IL,5311,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,0,0,,,Matched (3)
7069,MN,19780630,1978,1,INDL,C,D,STD,MFI.2,344752100,FOOD FORMULA ONE INC,USD,1978Q2,1978Q1,24.112,13.259,,,6.349,,17.264,8.4610004,.199,,I,Lyon,5140,.26331288,.3677595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
7070,CA,19780831,1978,1,INDL,C,D,STD,MI.6,572393106,MARSHALL INDUSTRIES,USD,1978Q3,1978Q1,24.325001,14.375,,,8.0869999,,14.433,15.461,,62765,I,,5065,.33245632,.56031317,008256323,53998795,MARSHALL INDUSTRIES INC,59100000,CA,5084,,,,0,1,,0,,,0,,,,,0,,,,,0,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,0,,,,Matched (3)
7090,AR,19780331,1978,1,INDL,C,D,STD,MMS.2,575418108,MASS MERCHANDISERS INC,USD,1978Q1,1978Q1,61.820999,39.084,,,13.373,,32.035,15.667,.294,63053,I,Boone,5122,.21631809,.41744965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
7105,NY,19780430,1978,1,INDL,C,D,STD,MSR.2,576412100,MASTERS INC,USD,1978Q1,1978Q1,40.333,24.712,,,2.2460001,,15.089,12.322,.163,63171,I,,5600,.055686411,.14885016,049209497,63860746,MASTERS INC,80100000,NY,5621,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,,0,,,,,0,,0,,,,,,Matched (3)
7127,MO,19780430,1978,1,INDL,C,D,STD,MAY.2,577778103,MAY DEPARTMENT STORES CO,USD,1978Q1,1978Q1,1619.194,992.16998,,,450.23001,,493.371,487.16101,10.197,63416,I,,5311,.27805808,.91255867,60559564,60559564,MAY DEPARTMENT STORES CO *,0,MO,5311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
7154,IL,19780331,1978,1,INDL,C,D,STD,MCD,580135101,MCDONALD'S CORP,USD,1978Q1,1978Q1,1689.995,1017.832,,,42.487999,,353.78699,-3.2939999,16.504,63908,A,,5812,.025140902,.12009486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
7171,TX,19780630,1978,1,INDL,C,D,STD,MCK,58155Q103,MCKESSON CORP,USD,1978Q2,1978Q1,1056.254,703.65698,,,284.32501,,789.685,222.04201,5.2519999,927653,A,,5122,.26918241,.36004862,77879203,77879203,FOREMOST & MC KESSON INC,0,OH,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
7190,NY,19780331,1978,1,INDL,C,D,STD,MGX.1,584025100,MEDALLION GROUP INC,USD,1978Q1,1978Q1,43.310001,36.089001,,,8.7299995,,15.923,7,.56599998,64494,I,,5047,.20157008,.54826349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
7195,PA,19780630,1978,1,INDL,C,D,STD,MEO,584057301,MEDCO JEWELRY CORP,USD,1978Q2,1978Q1,19.955999,16.136,,,2.3340001,,8.908,3.868,.264,,I,,5944,.11695731,.26201168,006966006,30643191,MEDCO JEWELRY CORP,48000000,KS,5944,,,,,,0,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,0,,0,,,,,,,0,,,,,,,,Matched (3)
7254,OH,19780430,1978,1,INDL,C,D,STD,MST.,587533100,MERCANTILE STORES CO INC,USD,1978Q1,1978Q1,469.47,218.243,,,79.503998,,174.496,160.408,1.318,64923,I,,5311,.16934842,.45562077,006918999,6918999,MERCANTILE STORES CO INC DEL,973400000,DE,5311,,.012327923,,,,0,,,.81056094,0,.0041093077,,,,0,.010941031,0,.053420998,,,,,,0,.051366344,0,.00744812,,.0051366347,,,0,,,0,.035956442,,,.0071912883,,.0015409903,,0,,,,,0,,,,Matched (3)
7407,NJ,19780430,1978,1,INDL,C,D,STD,MLW.1,600633101,MILLER-WOHL CO,USD,1978Q1,1978Q1,63.383999,26.781,,,2.9130001,,33.426998,23.327999,0,,I,Hudson,5621,.045957971,.08714512,006987747,6987747,MILLER-WOHL COMPANY INC THE,127000000,NJ,5621,,,,,,,,,,0,,,0,,0,0,,,0,,,,0,,0,,0,,0,,,1,,,0,0,,,,,,0,0,0,,,,,0,,,Matched (3)
7485,MN,19780430,1978,1,INDL,C,D,STD,MOM.1,607662103,MODERN MERCHANDISING,USD,1978Q1,1978Q1,232.57001,165.45399,,,10.25,,95.232002,65.795998,1.867,,I,Hennepin,5399,.044072751,.10763189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
7566,TN,19780831,1978,1,INDL,C,D,STD,RT,781182100,RUBY TUESDAY INC,USD,1978Q3,1978Q1,110.277,47.970001,,,7.9780002,,61.852001,7.954,.48899999,68270,I,,5812,.072345093,.12898532,058662297,78588811,RUBY TUESDAY INC,4000000,TN,5812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Matched (3)
7570,MA,19780331,1978,1,INDL,C,D,STD,5184C,606865939,MOACQ HOLDINGS CP  -CL A,USD,1978Q1,1978Q1,122.412,50.324001,,,23.107,,66.806,69.378998,.37,830377,I,,5661,.18876417,.34588212,006952766,51791382,MORSE SHOE INC,306750016,MA,5661,,,,,,,,,0,0,0,,,,0,,,0,,.99103498,0,.0089649549,,,,,,,,,0,0,,,0,,,,0,,,,,0,,0,,,,,,Matched (3)
7573,MA,19770930,1978,1,INDL,C,D,STD,3MOTCE,619170103,MORTON COS INC,USD,1977Q3,1978Q1,47.539001,28.483999,,,12.394,,23.570999,18.858,.31799999,,I,Suffolk,5661,.26071227,.52581561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
7616,GA,19780331,1978,1,INDL,C,D,STD,MFD.,626144109,MUNFORD INC,USD,1978Q1,1978Q1,151.151,117.973,,,6.948,,57.917,9.1379995,1.601,68864,I,,5412,.045967277,.11996478,003297256,66457342,MUNFORD INC,404000000,GA,5411,,0,0,,,,,,0,0,1,,,,,0,,0,0,,,,0,,0,0,,0,,,,0,,,,0,0,,0,,0,,0,0,,0,,,,,,Matched (3)
7618,PA,19780430,1978,1,INDL,C,D,STD,MPH.2,626643100,MURPHY (G.C.) CO,USD,1978Q1,1978Q1,301.42801,177.082,,,6.0580001,,144.537,92.789001,1.795,,I,Allegheny,5331,.020097669,.041913144,007912371,71191357,MURPHY G C CO*,664000000,PA,5331,,0,0,,,,,0,,0,,,,,0,0,,0,0,,0,,0,0,,0,,0,,,,0,,,0,0,,,1,,0,,0,0,,0,,,0,0,,Matched (3)
7651,,19780331,1978,1,INDL,C,D,STD,NSL.1,628904104,NSI INC,USD,1978Q1,1978Q1,20.971001,10.484,,,5.5219998,,7.6290002,10.106,.18799999,70553,I,,5099,.26331601,.72381699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
7720,TX,19770930,1978,1,INDL,C,D,STD,NCS.1,635570500,NATIONAL CONVENIENCE STORES,USD,1977Q3,1978Q1,64.970001,46.084999,,,3.0580001,,66.628998,4.869,.70499998,314662,I,,5412,.047067877,.04589593,026630269,27062181,NATIONAL CONVENIENCE STORES*,263000000,TX,5411,,,,0,0,0,,,,0,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,0,,,,,,0,1,,,,,,,,Matched (3)
7754,PA,19770930,1978,1,INDL,C,D,STD,NMS.,636905101,NATIONAL MINE SERVICE CO,USD,1977Q3,1978Q1,85.253998,30.485001,,,21.389,,27.216999,47.631001,.271,70337,I,,5063,.25088558,.78586912,004397923,4505806,NATIONAL MINE SERVICE COMPANY*,110000000,PA,5082,,0,,,,0,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,0,0,Matched (3)
7758,CA,19780630,1978,1,INDL,C,D,STD,HSTG,43644Q104,E4L INC,USD,1978Q2,1978Q1,16.489,8.1210003,,,3.0109999,,5.5570002,5.415,.183,70412,I,,5961,.18260659,.54183912,059866962,59866962,NATIONAL MEDIA INC,0,CA,7311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
