gvkey,state,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,cusip,companyname,curcdq,datacqtr,datafqtr,atq,ltq,ncoq,recdq,rectq,rectrq,revtq,wcapq,xintq,cik,costat,county,sic,rec_to_assets,rec_to_rev,ultdunsno,dunsno,companyname_db,ultsls,state_db,sic_db,stateslspctak,stateslspctal,stateslspctar,stateslspctaz,stateslspctca,stateslspctco,stateslspctct,stateslspctdc,stateslspctde,stateslspctfl,stateslspctga,stateslspcthi,stateslspctia,stateslspctid,stateslspctil,stateslspctin,stateslspctks,stateslspctky,stateslspctla,stateslspctma,stateslspctmd,stateslspctme,stateslspctmi,stateslspctmn,stateslspctmo,stateslspctms,stateslspctmt,stateslspctnc,stateslspctnd,stateslspctne,stateslspctnh,stateslspctnj,stateslspctnm,stateslspctnv,stateslspctny,stateslspctoh,stateslspctok,stateslspctor,stateslspctpa,stateslspctri,stateslspctsc,stateslspctsd,stateslspcttn,stateslspcttx,stateslspctut,stateslspctva,stateslspctvt,stateslspctwa,stateslspctwi,stateslspctwv,stateslspctwy,_merge
9918,SC,19771031,1978,1,INDL,C,D,STD,SF.1,846790103,SPARTAN FOOD SYSTEMS INC,USD,1977Q3,1978Q1,42.792999,19.948999,,,.43599999,,20.482,-3.8670001,.354,92663,I,,5812,.010188582,.021286983,044935567,75926865,SPARTAN FOOD SYSTEMS INC,91200000,SC,5812,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,Matched (3)
9926,CA,19770930,1978,1,INDL,C,D,STD,2870B,847507100,SPECIALTY RESTAURANTS,USD,1977Q3,1978Q1,37.735001,19.683001,,,1.399,,14.413,-1.038,.28200001,,I,,5812,.037074335,.097065151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
9934,PA,19780630,1978,1,INDL,C,D,STD,SPO.1,847609104,SPECTRO INDUSTRIES INC,USD,1978Q2,1978Q1,59.759998,43.825001,,,24.795,,40.411999,18.098,.241,92761,I,,5122,.41490963,.61355537,44519858X,44519858,SPECTRO INDUSTRIES INC,154000000,PA,5122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Matched (3)
9940,CT,19780331,1978,1,INDL,C,D,STD,SRSK,855188108,STAR STRUCK LTD,USD,1978Q1,1978Q1,6.8509998,.80000001,,,1.831,,2.0090001,5.3060002,,771504,I,,5063,.26726025,.91139871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
9943,MA,19780831,1978,1,INDL,C,D,STD,4508B,847870102,SPENCER COS INC,USD,1978Q3,1978Q1,29.457001,13.231,,,4.8200002,,16.952999,16.187,.18700001,,I,,5661,.16362834,.28431547,006953202,6953202,SPENCER COMPANIES INC,113700000,MA,5661,,,,,0,,,,,,,,,,,,,,,.6007036,,,,,,,,,,,.026385223,,,,.37291116,,,,,,,,,,,,,,,,,Matched (3)
9977,IL,19771231,1978,1,INDL,C,D,STD,STA.1,852567106,STALEY CONTINENTAL INC,USD,1977Q4,1978Q1,584.59998,357.59,,,87.111,,268.65399,33.571999,4.2179999,759663,I,,5141,.14900959,.32424977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
9985,CA,19771231,1978,1,INDL,C,D,STD,3SBPC,853156206,STANDARD BRANDS PAINT CO,USD,1977Q4,1978Q1,81.450996,11.325,,,.72899997,,37.923,34.833,.025,93308,I,,5200,.0089501664,.019223163,001225549,75806141,STANDARD BRANDS INC,2123000064,NY,2041,,0,0,,0,,0,,,,0,,0,,0,0,0,0,0,0,0,,,,0,,,0,,,,0,,,.99858689,.0014130946,0,0,0,,0,,0,0,,0,,0,,,,Matched (3)
10013,IL,19780331,1978,1,INDL,C,D,STD,ENCZQ,292973104,ENESCO GROUP INC,USD,1978Q1,1978Q1,112.417,43.182999,,,11.191,,38.868999,37.527,.046999998,93542,I,,5190,.099549003,.28791583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
10045,PA,19780228,1978,1,INDL,C,D,STD,SML.1,858263106,STEELMET INC,USD,1978Q1,1978Q1,51.859001,38.549,,,10.026,,28.577999,6.4400001,.83200002,93912,I,,5090,.19333191,.3508293,015017395,15017395,STEELMET INC,186000000,PA,5093,,,,,0,,,,,0,,,,,,,,,,0,0,,0,,,,,,,,,,,,0,,,,.76344085,.23655914,,,,,,,,,,,,Matched (3)
10067,TX,19780630,1978,1,INDL,C,D,STD,SEC.1,859281107,STERLING ELECTRONICS,USD,1978Q2,1978Q1,22.677,15.441,,,7.0110002,,12.31,11.392,.18700001,94136,I,,5065,.30916789,.56953698,008904542,8904542,STERLING ELECTRIC CO INC,15000000,MN,5063,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
10131,NJ,19771231,1978,1,INDL,C,D,STD,SPG.1,864473103,SUBURBAN PROPANE GAS CORP,USD,1977Q4,1978Q1,262.60501,155.74899,,,48.493,,110.244,61.230999,1.752,95092,I,Morris,5900,.18466137,.43986973,008963274,93713089,SUBURBAN PROPANE GAS CORP,435950016,NJ,5984,0,,,,.17857552,.00091753638,0,,,0,,,0,0,,,0,0,0,0,0,0,,,0,,,0,,,0,.7454983,.075008601,0,0,0,0,,0,0,0,,,0,0,0,0,,,,0,Matched (3)
10151,FL,19780430,1978,1,INDL,C,D,STD,SNID,866665102,SUN CITY INDUSTRIES,USD,1978Q1,1978Q1,12.132,7.4780002,,,3.971,,13.906,2.8940001,.046999998,,I,,5140,.32731619,.28556019,067229096,67229096,SUN CITY INDUSTRIES,55000,FL,1521,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
10173,FL,19780331,1978,1,INDL,C,D,STD,SJS,867830101,SUNSHINE-JR STORES,USD,1978Q1,1978Q1,15.664,4.7909999,,,.20299999,,19.499001,4.7859998,,95479,I,,5412,.012959653,.01041079,032644965,81944936,SUNSHINE JR STORES INC,81200000,FL,5411,,0,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
10182,OH,19771130,1978,1,INDL,C,D,STD,SFS.,867884108,SUPER FOOD SERVICES INC,USD,1977Q4,1978Q1,81.209,63.563,,,22.914,,149.864,18.329,.52399999,95504,I,,5141,.28216085,.15289862,005439518,81318446,SUPER FOOD SERVICES INC,709000000,OH,2752,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,.15232722,.84767276,,,,,,,,,,,,,,,,Matched (3)
10190,MN,19780531,1978,1,INDL,C,D,STD,SVU,868536301,SUPERVALU INC,USD,1978Q2,1978Q1,400.19199,268.13101,,,33.008999,,875.60797,56.115002,2.102,95521,I,,5141,.082482912,.037698377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
10199,NJ,19780430,1978,1,INDL,C,D,STD,5654C,868446931,SUPERMARKETS GEN HLDG  -CL A,USD,1978Q1,1978Q1,493.02802,404.802,,,25.191,,454.935,26.722,4.0009999,821139,I,,5411,.051094461,.055372745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
10247,TX,19770930,1978,1,INDL,C,D,STD,SYY,871829107,SYSCO CORP,USD,1977Q3,1978Q1,183.065,116.85,,,61.556,,189.686,56.900002,1.161,96021,A,,5140,.33625215,.32451525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
10331,TX,19770930,1978,1,INDL,C,D,STD,BBAO,097924104,BOMBAY CO INC,USD,1977Q3,1978Q1,25.236,7.8530002,,,7.9829998,,9.6490002,15.15,,96287,I,,5712,.3163338,.82733965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
10332,TX,19770930,1978,1,INDL,C,D,STD,RSHCQ,74979E101,RS LEGACY CORP,USD,1977Q3,1978Q1,566.35101,488.832,,,12.129,,218.15401,205.088,6.9050002,96289,I,,5731,.021416048,.055598337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
10333,TX,19770930,1978,1,INDL,C,D,STD,TACR,875386104,TANDYCRAFTS INC,USD,1977Q3,1978Q1,74.109001,27.205999,,,4.7220001,,22.690001,39.782001,,96294,I,,5940,.063716955,.2081093,030169148,84279942,TANDY CRAFTS INC,273820000,TX,7311,,0,.023080856,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,,,0,0,,0,0,0,,0,,0,,0,.97691911,,0,,,0,0,,Matched (3)
10398,TX,19780331,1978,1,INDL,C,D,STD,TELC,872254107,TCC INDUSTRIES INC,USD,1978Q1,1978Q1,66.958,39.5,,,10.719,,27.365,3.0350001,.28400001,,I,,5190,.16008542,.39170474,080270960,49741309,TCC INC,4600000,TX,7372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Matched (3)
10554,CA,19771031,1978,1,INDL,C,D,STD,TDDB,885539106,THREE D DEPARTMENT  -CL B,USD,1977Q3,1978Q1,9.4540005,2.96,,,1.002,,5.2839999,6.0440001,0,34169,I,,5700,.10598689,.18962906,005865944,65524910,THREE D DEPARTMENTS INC,23600000,CT,5714,,,,,0,,.95762712,,,,,,,,,,,,,,,,,,,,,,,,,,,,.042372882,,,,,,,,,,,,,,,,,Matched (3)
10558,CA,19771130,1978,1,INDL,C,D,STD,TFD.,885868109,THRIFTY CORPORATION,USD,1977Q4,1978Q1,232.85001,145.17101,,,4.835,,167.189,64.790001,.75,,I,Los Angeles,5912,.02076444,.028919367,047246400,80250715,THRIFTY DRUG STORES INC,15800000,MN,5912,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
10639,NJ,19780430,1978,1,INDL,C,D,STD,1231B,892335936,TOYS R US INC,USD,1978Q1,1978Q1,151.974,103.46,,,6.1960001,,38,50.377998,1.666,1005414,A,,5945,.040770132,.16305263,006985808,6985808,TOYS R US INC DE,282000000,NJ,5945,,,,,0,,,,,,,,,,0,.010638298,,0,,0,0,,.014184397,,,,,,,,,.97163123,,,0,,,,,,,,,,,0,,,,.0035460992,,Matched (3)
10699,NY,19780331,1978,1,INDL,C,D,STD,TWLQ,894076108,TRANSWORLD LIQUIDATING TRUST,USD,1978Q1,1978Q1,2347.6641,1924.677,,,322.73099,,772.54303,-36.797001,20.801001,,I,,5812,.13746899,.41775149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
10808,MA,19771031,1978,1,INDL,C,D,STD,4485B,903035103,U.N.A. CORP,USD,1977Q3,1978Q1,7.158,3.994,,,2.2650001,,4.8119998,2.2679999,.082000002,79482,I,,5051,.31642917,.47069827,001424316,1424316,U N A CORPORATION,22400000,MA,5051,,,,,0,,,,,,,,,,0,,,,,1,,,0,,,,,,,,,0,,,,0,,,,,,,,0,,,,,,,,Matched (3)
10969,OH,19771031,1978,1,INDL,C,D,STD,USR.1,912605102,U S SHOE CORP,USD,1977Q3,1978Q1,312.59399,157.987,,,76.809998,,176.267,158.271,1.969,101771,I,,5621,.24571809,.4357594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
11002,NY,19780430,1978,1,INDL,C,D,STD,UBU,913294104,UNITY BUYING SERVICE,USD,1978Q1,1978Q1,33.769001,19.200001,,,1.989,,13.391,10.587,.19,,I,,5961,.058900174,.1485326,057714206,80652746,UNITY BUYING SV CO INC DEL,86700000,NY,5961,,,,,0,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Matched (3)
11003,WA,19780531,1978,1,INDL,C,D,STD,UVX,913353108,UNIVAR CORP,USD,1978Q2,1978Q1,249.998,177.323,,,82.871002,,179.392,84.986,2.553,101929,I,,5160,.33148664,.46195483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
11006,NY,19780331,1978,1,INDL,C,D,STD,UCG..,913402103,UNIVERSAL CIGAR CORP,USD,1978Q1,1978Q1,14.45,4.6069999,,,2.1389999,,6.6409998,9.4280005,.039000001,101959,I,New York,5190,.14802769,.32209006,1976109,1976109,UNIVERSAL CIGAR CORP,0,NY,5194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
11017,VA,19770930,1978,1,INDL,C,D,STD,UVV,913456109,UNIVERSAL CORP/VA,USD,1977Q3,1978Q1,249.631,114.819,,,65.360001,,217.576,82,,102037,A,,5150,.26182646,.30040079,065467482,81421695,UNIVERSAL CORPORATION,21000000,LA,1541,,,,,,,,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,Matched (3)
11085,ME,19780630,1978,1,INDL,C,D,STD,VLE.1,919269100,VALLE'S STEAK HOUSE,USD,1978Q2,1978Q1,52.848,29.608,,,.66399997,,16.778,1.566,.51700002,,I,Cumberland,5812,.012564335,.039575636,001429752,19023829,VALLES STEAK HOUSE KITTERY*,960800000,ME,5812,,,,,,,,,,0,,,,,,,,,,0,,.99791843,,,,,,,,,,,,,0,,,,.0020815986,,,,,,,,,,,,,Matched (3)
11215,NY,19780430,1978,1,INDL,C,D,STD,VLM,928720101,VOLUME MERCHANDISE,USD,1978Q1,1978Q1,13.787,4.2379999,,,.63999999,,6.79,7.789,,,I,New York,5651,.046420541,.09425626,007871965,74349077,VOLUME MERCHANDISE INC,32050000,NY,5661,,,,,0,,,,,,,,,,,,,0,,0,,,0,,0,,,.0031201248,,,,,,,.99687988,,,,0,,,,0,0,,0,,,,,,Matched (3)
11259,AR,19780430,1978,1,INDL,C,D,STD,WMT,931142103,WALMART INC,USD,1978Q1,1978Q1,271.06201,170.181,,,5.4640002,,167.274,79.940002,.70599997,104169,A,,5331,.020157751,.03266497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
11263,NJ,19780331,1978,1,INDL,C,D,STD,WALDA,931184105,WALDBAUM INC  -CL A,USD,1978Q1,1978Q1,147.379,95.674004,,,3.675,,203.23,21.299,1.107,104184,I,,5411,.024935709,.01808296,007278641,40910721,WALDBAUM MILTON G CO*,25000000,NE,2017,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,Matched (3)
11264,IL,19771130,1978,1,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,1977Q4,1978Q1,367.44501,230.80701,,,17.011,,267.931,117.039,1.72,1618921,A,,5912,.046295363,.063490227,008965063,79153706,WALGREEN CO INC ILLINOIS,1364000000,IL,5912,,0,0,0,0,0,0,,,0,0,,0,,1,0,0,0,0,,,,0,0,0,0,,,0,0,,0,0,,0,0,0,,,,,0,0,0,0,0,,,0,,,Matched (3)
11313,FL,19780430,1978,1,INDL,C,D,STD,WSO,942622200,WATSCO INC,USD,1978Q1,1978Q1,6.3260002,3.635,,,1.5829999,,2.152,3.401,.07,105016,A,,5070,.25023711,.73559481,004123576,4123576,WATSCO INC,8270000,FL,3494,,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
11338,IL,19780331,1978,1,INDL,C,D,STD,WC.1,948662101,WEIMAN CO INC,USD,1978Q1,1978Q1,16.962999,9.2460003,,,3.6819999,,7.8829999,7.7090001,.20299999,105336,I,,5040,.21706066,.46708107,001751882,85882587,WEIMAN CO*,37214000,IL,5946,,,,,,,,,,,,,,,.92169613,0,,,,,,,.024560649,,,,,0,,,,0,,,0,,,,.053743213,,,,,,,0,,,,,,Matched (3)
11339,TX,19770930,1978,1,INDL,C,D,STD,WEIN.,948713102,WEINGARTEN (J) INC,USD,1977Q3,1978Q1,95.759003,64.859001,,,4.1919999,,142.939,22.045,.65399998,,I,,5411,.043776564,.029327195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
11343,PA,19780331,1978,1,INDL,C,D,STD,WMK,948849104,WEIS MARKETS INC,USD,1978Q1,1978Q1,140.312,19.021,,,2.085,,125.885,69.888,0,105418,A,,5411,.014859742,.016562736,007917420,79175972,WEIS MARKETS INC,531000000,PA,5411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.13182674,,,,.86817324,,,,,,,,,,,,,Matched (3)
11385,,19780630,1978,1,INDL,C,D,STD,WBI.1,957272107,WESTBURNE INTL INDS LTD,USD,1978Q2,1978Q1,261.13501,181.431,,,79.512001,,108.215,35.390999,2.5039999,,I,,5070,.30448619,.73475951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
11453,MO,19780630,1978,1,INDL,C,D,STD,WETT,961896107,WETTERAU INC,USD,1978Q2,1978Q1,166.172,91.097,,,32.271999,,248.521,31.139,.88099998,106521,I,,5141,.19420841,.12985623,006965214,77117562,WETTERAU INC,1060440000,MO,5311,,,,,0,,,,,,0,,,,0,0,0,0,,.0026404134,,,,0,.88702804,,,,,0,.016031081,,,,,,0,,.094300479,,0,,0,,,,,,,,,Matched (3)
11455,WI,19780331,1978,1,INDL,C,D,STD,WEYS,962149100,WEYCO GROUP INC,USD,1978Q1,1978Q1,40.701,14.45,,,12.711,,20.546,24.35,,106532,A,,5130,.3123019,.61866057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
11491,IL,19780430,1978,1,INDL,C,D,STD,WIE,967613100,WIEBOLDT STORES INC,USD,1978Q1,1978Q1,93.424004,57.688999,,,17.239,,33.396,17.077999,.38800001,107022,I,,5311,.18452431,.51619953,006933212,40888851,WIEBOLDT STORES INC,159000000,IL,5311,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
11503,TX,19780331,1978,1,INDL,C,D,STD,RXL.1,761680107,REXEL INC,USD,1978Q1,1978Q1,43.384998,59.368,,,13.065,,15.442,-18.846001,.412,107203,I,,5063,.30114093,.84606916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
11534,MI,19780430,1978,1,INDL,C,D,STD,WNK,974212102,WINKELMAN STORES INC,USD,1978Q1,1978Q1,39.212002,18.266001,,,15.592,,18.645,17.08,.17900001,107665,I,Wayne,5621,.39763337,.83625638,006959159,88745401,WINKELMAN STORES INCORPORATED,82900000,MI,5621,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,Matched (3)
11535,FL,19770930,1978,1,INDL,C,D,STD,WINN.1,974280307,WINN-DIXIE STORES INC,USD,1977Q3,1978Q1,666.43103,283.89099,,,13.841,,1007.909,206.897,2.178,107681,I,,5411,.020768842,.01373239,006921902,4111431,WINN-DIXIE STORES INC,5830000128,FL,5411,,0,,,0,,,,,.76157802,0,,,,,0,,.012864494,.072041161,,,,,,,0,,.051457975,,,,,0,,,,0,,,,.025728988,,0,.076329328,,0,,,,,,Matched (3)
11543,WI,19780228,1978,1,INDL,C,D,STD,6100B,974165201,WINJAK INC  -CL A,USD,1978Q1,1978Q1,48.931,6.8899999,,,10.422,,12.096,32.678001,,107748,I,Milwaukee,5621,.2129938,.86160713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
11579,DC,19780430,1978,1,INDL,C,D,STD,WOOD.2,980711105,WOODWARD & LOTHROP INC,USD,1978Q1,1978Q1,189.42999,107.991,,,54.980999,,55.305,57.118999,1.12,,I,District of Columbia Washington,5311,.29024443,.99414158,006920664,6920664,WOODWARD & LOTHROP INC,249000000,DC,5311,,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,Matched (3)
11584,NY,19780430,1978,1,INDL,C,D,STD,FL,344849104,FOOT LOCKER INC,USD,1978Q1,1978Q1,2714.175,1622.66,,,17.517,,1225.558,677.95502,11.846,850209,A,,5661,.006453895,.014293081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
11614,CA,19780430,1978,1,INDL,C,D,STD,WYL.,983051103,WYLE ELECTRONICS,USD,1978Q1,1978Q1,95.522003,63.601002,,,30.617001,,48.619999,30.464001,.71899998,108683,I,,5065,.32052302,.62972027,008287138,76193804,WYLE LABORATORIES*,194980000,CA,3674,,0,,0,.90265667,0,,,,.097343318,,,0,,0,,,,,,,,,,0,,,,,,,0,0,,,0,,,,,,,,,,0,,0,,,,Matched (3)
11669,TX,19780630,1978,1,INDL,C,D,STD,ZLC,988858106,ZALE CORP,USD,1978Q2,1978Q1,561.88599,215.44701,,,120.177,,188.245,294.16501,1.733,109156,I,,5944,.21388146,.63840741,12114948,12114948,ZALE CORP,0,NY,3911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
11672,MA,19780430,1978,1,INDL,C,D,STD,TJX,872540109,TJX COS INC (THE),USD,1978Q1,1978Q1,534.40698,406.29999,,,7.3579998,,272.918,148.397,4.3010001,109198,A,,5651,.013768532,.026960479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
12061,TX,19770930,1978,1,INDL,C,D,STD,6033C,01693X933,ALL STAR GAS CORP,USD,1977Q3,1978Q1,74.071999,43.174999,,,10.946,,19.032,12.478,.51200002,922404,I,,5900,.14777514,.5751366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
12474,FL,19780430,1978,1,INDL,C,D,STD,LVFIQ,527482103,LEVITZ FURNITURE INC  -VTG,USD,1978Q1,1978Q1,298.48999,204.41901,,,15.038,,116.387,53.269001,3.618,902279,I,,5712,.050380249,.12920687,014476923,48174403,LEVITZ FRNTRE CO ESTRN REG*,519000000,FL,5712,,,,0,.15414259,0,0,0,0,.8246628,0,,,,0,0,0,,0,0,0,,,0,0,,,0,,,,0,,,0,0,0,0,0,,,,.0077071292,0,0,0,,.013487476,,,,Matched (3)
12681,OR,19780331,1978,1,INDL,C,D,STD,FMY.1,592907109,MEYER (FRED) INC,USD,1978Q1,1978Q1,322.48801,206.37601,,,11.803,,252.30499,36.923,2.665,1043273,I,,5411,.036599811,.046780683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
13121,SC,19780331,1978,1,INDL,C,D,STD,3FLSTQ1,338473002,FLAGSTAR CORP,USD,1978Q1,1978Q1,2347.6641,1924.677,,,322.73099,,772.54303,-36.797001,20.801001,807862,I,,5812,.13746899,.41775149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
13204,MA,19780331,1978,1,INDL,C,D,STD,FSH.2,338032204,FISHER SCIENTIFIC INTL INC,USD,1978Q1,1978Q1,146.011,71.973999,,,49.960999,,71.760002,86.325996,.83499998,880430,I,,5040,.34217286,.6962235,004321519,77062131,FISHER SCIENTIFIC CO*,269750016,PA,5086,,,0,,0,,,,,0,0,,,,0,,,,,0,0,,0,,0,,,0,,,,0,,,.0064874878,0,,,.99351245,,,0,,0,,,,,,0,,Matched (3)
13961,OH,19780831,1978,1,INDL,C,D,STD,RXR.1,761339100,REVCO D.S. INC,USD,1978Q3,1978Q1,272.983,114.163,,,19.059,,192.11,132.52299,.741,83496,I,,5912,.069817536,.099208787,080167695,80167695,REVCO DISCOUNT DRG CNTRS,0,OH,5912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
14097,PA,19771231,1978,1,INDL,C,D,STD,4774B,002034932,ARAMARK CORP  -CL B,USD,1977Q4,1978Q1,686.42102,321.35199,,,157.30499,,425.802,112.242,2.027,757523,I,,5812,.22916694,.36943227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
15077,TX,19780331,1978,1,INDL,C,D,STD,EP3,880451000,TENNESSEE GAS PIPELINE CO,USD,1978Q1,1978Q1,8704.5977,5367.498,,,1262.1,,2036.4,584.40002,73.800003,97142,I,,5172,.14499234,.61977017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
23769,CA,19780731,1978,1,INDL,C,D,STD,SZ,98160A107,WORLDWIDE RESTAURANT CONCEPT,USD,1978Q2,1978Q1,95.775002,56.008999,,,6.0409999,,51.318001,8.8559999,.67900002,870760,I,,5812,.063074917,.11771698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
65499,VA,19780531,1978,1,INDL,C,D,STD,CCKM.CM,17299Z932,CIRCUIT CITY STORES  -CONSOL,USD,1978Q2,1978Q1,28.639,19.974001,,,1.809,,23.103001,9.7959995,.081,,I,Henrico,5731,.063165613,.078301519,008956757,91227223,WARDS COMPANY INC,93700000,VA,5732,,,,,0,,,0,,,,,,,,0,,,,,0,,,,,,,0,,,,,,,,0,,,,,0,,0,,,1,,,,0,,Matched (3)
