stcode,state,cocode,geoname
72,LA,240,JACKSON
72,LA,250,JEFFERSON
72,LA,260,JEFFERSON DAVIS
72,LA,270,LAFAYETTE
72,LA,280,LAFOURCHE
72,LA,290,LA SALLE
72,LA,300,LINCOLN
72,LA,310,LIVINGSTON
72,LA,320,MADISON
72,LA,330,MOREHOUSE
72,LA,340,NATCHITOCHES
72,LA,350,ORLEANS
72,LA,360,OUACHITA
72,LA,370,PLAQUEMINES
72,LA,380,POINTE COUPEE
72,LA,390,RAPIDES
72,LA,400,RED RIVER
72,LA,410,RICHLAND
72,LA,420,SABINE
72,LA,430,ST BERNARD
72,LA,440,ST CHARLES
72,LA,450,ST HELENA
72,LA,460,ST JAMES
72,LA,470,ST JOHN THE BAPTIST
72,LA,480,ST LANDRY
72,LA,490,ST MARTIN
72,LA,500,ST MARY
72,LA,510,ST TAMMANY
72,LA,520,TANGIPAHOA
72,LA,530,TENSAS
72,LA,540,TERREBONNE
72,LA,550,UNION
72,LA,560,VERMILION
72,LA,570,VERNON
72,LA,580,WASHINGTON
72,LA,590,WEBSTER
72,LA,600,WEST BATON ROUGE
72,LA,610,WEST CARROLL
72,LA,620,WEST FELICIANA
72,LA,630,WINN
72,LA,990,STATEWIDE
73,OK,0,ADAIR
73,OK,10,ALFALFA
73,OK,20,ATOKA
73,OK,30,BEAVER
73,OK,40,BECKHAM
73,OK,50,BLAINE
73,OK,60,BRYAN
73,OK,70,CADDO
73,OK,80,CANADIAN
73,OK,90,CARTER
73,OK,100,CHEROKEE
73,OK,110,CHOCTAW
73,OK,120,CIMARRON
73,OK,130,CLEVELAND
73,OK,140,COAL
73,OK,150,COMANCHE
73,OK,160,COTTON
73,OK,170,CRAIG
73,OK,180,CREEK
73,OK,190,CUSTER
73,OK,200,DELAWARE
73,OK,210,DEWEY
73,OK,220,ELLIS
73,OK,230,GARFIELD
73,OK,240,GARVIN
73,OK,250,GRADY
73,OK,260,GRANT
73,OK,270,GREER
73,OK,280,HARMON
73,OK,290,HARPER
73,OK,300,HASKELL
73,OK,310,HUGHES
73,OK,320,JACKSON
73,OK,330,JEFFERSON
73,OK,340,JOHNSTON
73,OK,350,KAY
73,OK,360,KINGFISHER
73,OK,370,KIOWA
73,OK,380,LATIMER
73,OK,390,LE FLORE
73,OK,400,LINCOLN
73,OK,410,LOGAN
73,OK,420,LOVE
73,OK,430,MCCLAIN
73,OK,440,MCCURTAIN
73,OK,450,MCINTOSH
73,OK,460,MAJOR
73,OK,470,MARSHALL
73,OK,480,MAYES
73,OK,490,MURRAY
73,OK,500,MUSKOGEE
73,OK,510,NOBLE
73,OK,520,NOWATA
73,OK,530,OKFUSKEE
73,OK,540,OKLAHOMA
73,OK,550,OKMULGEE
73,OK,560,OSAGE
73,OK,570,OTTAWA
73,OK,580,PAWNEE
73,OK,590,PAYNE
73,OK,600,PITTSBURG
73,OK,610,PONTOTOC
73,OK,620,POTTAWATOMIE
73,OK,630,PUSHMATAHA
73,OK,640,ROGER MILLS
73,OK,650,ROGERS
73,OK,660,SEMINOLE
73,OK,670,SEQUOYAH
73,OK,680,STEPHENS
73,OK,690,TEXAS
73,OK,700,TILLMAN
73,OK,710,TULSA
73,OK,720,WAGONER
73,OK,730,WASHINGTON
73,OK,740,WASHITA
73,OK,750,WOODS
73,OK,760,WOODWARD
73,OK,990,STATEWIDE
74,TX,1,ANDERSON
74,TX,2,CHEROKEE
74,TX,11,ANDREWS
74,TX,12,DAWSON
74,TX,13,GAINES
74,TX,14,MARTIN
74,TX,20,ANGELINA
74,TX,31,ARANSAS
74,TX,32,BEE
74,TX,33,CALHOUN
74,TX,34,GOLIAD
74,TX,35,JACKSON
74,TX,36,REFUGIO
74,TX,37,VICTORIA
74,TX,41,ARCHER
74,TX,42,CLAY
74,TX,51,ARMSTRONG
74,TX,52,BRISCOE
74,TX,53,CARSON
74,TX,54,DONLEY
74,TX,55,GRAY
74,TX,56,HALL
74,TX,61,ATASCOSA
74,TX,62,FRIO
74,TX,63,MEDINA
74,TX,71,AUSTIN
74,TX,72,COLORADO
74,TX,73,WALLER
74,TX,74,WHARTON
74,TX,81,BAILEY
74,TX,82,COCHRAN
74,TX,83,HOCKLEY
74,TX,84,LAMB
74,TX,85,LYNN
74,TX,86,TERRY
74,TX,91,BANDERA
74,TX,92,KENDALL
74,TX,93,KERR
74,TX,101,BASTROP
74,TX,102,CALDWELL
74,TX,103,HAYS
74,TX,111,BAYLOR
74,TX,112,FOARD
74,TX,113,HARDEMAN
74,TX,114,KNOX
74,TX,115,WILBARGER
74,TX,121,BELL
74,TX,122,CORYELL
74,TX,130,BEXAR
74,TX,141,BLANCO
74,TX,142,BURNET
74,TX,143,GILLESPIE
74,TX,144,LAMPASAS
74,TX,145,LLANO
74,TX,146,MASON
74,TX,147,MILLS
74,TX,148,SAN SABA
74,TX,151,BORDEN
74,TX,152,HOWARD
74,TX,153,MITCHELL
74,TX,161,BOSQUE
74,TX,162,HILL
74,TX,170,BOWIE
74,TX,180,BRAZORIA
74,TX,191,BRAZOS
74,TX,192,BURLESON
74,TX,193,FAYETTE
74,TX,194,LEE
74,TX,195,MILAM
74,TX,196,ROBERTSON
74,TX,197,WASHINGTON
74,TX,201,BREWSTER
74,TX,202,CROCKETT
74,TX,203,JEFF DAVIS
74,TX,204,PECOS
74,TX,205,PRESIDIO
74,TX,206,REAGAN
74,TX,207,TERRELL
74,TX,208,UPTON
74,TX,211,BROOKS
74,TX,212,KENEDY
74,TX,213,WILLACY
74,TX,221,BROWN
74,TX,222,COLEMAN
74,TX,223,COMANCHE
74,TX,231,CALLAHAN
74,TX,232,JONES
74,TX,233,SHACKELFORD
74,TX,234,TAYLOR
74,TX,240,CAMERON
74,TX,251,CAMP
74,TX,252,FRANKLIN
74,TX,253,MORRIS
74,TX,254,RED RIVER
74,TX,255,TITUS
74,TX,260,CASS
74,TX,271,CASTRO
74,TX,272,DEAF SMITH
74,TX,273,OLDHAM
74,TX,274,PARMER
74,TX,275,SWISHER
74,TX,280,CHAMBERS
74,TX,291,CHILDRESS
74,TX,292,COLLINGSWORTH
74,TX,293,WHEELER
74,TX,301,COKE
74,TX,302,IRION
74,TX,303,STERLING
74,TX,311,COLLIN
74,TX,312,ROCKWALL
74,TX,321,COMAL
74,TX,322,GUADALUPE
74,TX,323,WILSON
74,TX,331,CONCHO
74,TX,332,MCCULLOCH
74,TX,333,RUNNELS
74,TX,341,COOKE
74,TX,342,GRAYSON
74,TX,351,COTTLE
74,TX,352,CROSBY
74,TX,353,DICKENS
74,TX,354,FLOYD
74,TX,355,GARZA
74,TX,356,HALE
74,TX,357,KING
74,TX,358,MOTLEY
74,TX,361,CRANE
74,TX,362,ECTOR
74,TX,363,LOVING
74,TX,364,REEVES
74,TX,365,WARD
74,TX,366,WINKLER
74,TX,371,CULBERSON
74,TX,372,HUDSPETH
74,TX,380,SHERMAN
74,TX,381,DALLAM
74,TX,382,HANSFORD
74,TX,383,HARTLEY
74,TX,384,HEMPHILL
74,TX,385,HUTCHINSON
74,TX,386,LIPSCOMB
74,TX,387,MOORE
74,TX,388,OCHILTREE
74,TX,389,ROBERTS
74,TX,390,DALLAS
74,TX,401,DELTA
74,TX,402,HOPKINS
74,TX,410,DENTON
74,TX,421,DEWITT
74,TX,422,GONZALES
74,TX,423,KARNES
74,TX,424,LAVACA
74,TX,431,DIMMIT
74,TX,432,LA SALLE
74,TX,433,MAVERICK
74,TX,434,ZAVALA
74,TX,441,DUVAL
74,TX,442,JIM WELLS
74,TX,443,KLEBERG
74,TX,451,EASTLAND
74,TX,452,STEPHENS
74,TX,461,EDWARDS
74,TX,462,KINNEY
74,TX,463,REAL
74,TX,464,UVALDE
74,TX,465,VAL VERDE
74,TX,470,ELLIS
74,TX,480,EL PASO
74,TX,491,ERATH
74,TX,492,HOOD
74,TX,493,SOMMERVELL
74,TX,501,FALLS
74,TX,502,LIMESTONE
74,TX,510,FANNIN
74,TX,521,FISHER
74,TX,522,NOLAN
74,TX,523,SCURRY
74,TX,530,FORT BEND
74,TX,541,FREESTONE
74,TX,542,LEON
74,TX,550,GALVESTON
74,TX,561,GLASSCOCK
74,TX,562,MIDLAND
74,TX,571,GREGG
74,TX,572,RUSK
74,TX,573,UPSHUR
74,TX,581,GRIMES
74,TX,582,LIBERTY
74,TX,583,MONTGOMERY
74,TX,590,HAMILTON
74,TX,600,HARDIN
74,TX,610,HARRIS
74,TX,621,HARRISON
74,TX,622,MARION
74,TX,623,PANOLA
74,TX,631,HASKELL
74,TX,632,KENT
74,TX,633,STONEWALL
74,TX,641,HENDERSON
74,TX,642,VAN ZANDT
74,TX,650,HIDALGO
74,TX,661,HOUSTON
74,TX,662,MADISON
74,TX,663,WALKER
74,TX,670,HUNT
74,TX,681,JACK
74,TX,682,PALO PINTO
74,TX,691,JASPER
74,TX,692,NEWTON
74,TX,700,JEFFERSON
74,TX,711,JIM HOGG
74,TX,712,ZAPATA
74,TX,721,JOHNSON
74,TX,722,PARKER
74,TX,723,WISE
74,TX,730,KAUFMAN
74,TX,741,KIMBLE
74,TX,742,MENARD
74,TX,743,SCHLEICHER
74,TX,744,SUTTON
74,TX,750,LAMAR
74,TX,761,LIVE OAK
74,TX,762,MCMULLEN
74,TX,770,LUBBOCK
74,TX,780,MCLENNAN
74,TX,790,MATAGORDA
74,TX,800,MONTAGUE
74,TX,811,NACOGDOCHES
74,TX,812,SABINE
74,TX,813,SAN AUGUSTINE
74,TX,814,SHELBY
74,TX,820,NAVARRO
74,TX,830,NUECES
74,TX,840,ORANGE
74,TX,851,POLK
74,TX,852,SAN JACINTO
74,TX,853,TRINITY
74,TX,854,TYLER
74,TX,861,POTTER
74,TX,862,RANDALL
74,TX,871,RAINS
74,TX,872,WOOD
74,TX,880,SAN PATRICIO
74,TX,890,SMITH
74,TX,900,STARR
74,TX,910,TARRANT
74,TX,921,THROCKMORTON
74,TX,922,YOUNG
74,TX,930,TOM GREEN
74,TX,940,TRAVIS
74,TX,950,WEBB
74,TX,960,WICHITA
74,TX,970,WILLIAMSON
74,TX,980,YOAKUM
74,TX,990,STATEWIDE
81,MT,0,BEAVERHEAD
81,MT,10,BIG HORN
81,MT,20,BLAINE
81,MT,30,BROADWATER
81,MT,40,CARBON
81,MT,50,CARTER
81,MT,60,CASCADE
81,MT,70,CHOUTEAU
81,MT,80,CUSTER
81,MT,90,DANIELS
81,MT,100,DAWSON
81,MT,110,DEER LODGE
81,MT,120,FALLON
81,MT,130,FERGUS
81,MT,140,FLATHEAD
81,MT,150,GALLATIN
81,MT,160,GARFIELD
81,MT,170,GLACIER
81,MT,180,GOLDEN VALLEY
81,MT,190,GRANITE
81,MT,200,HILL
81,MT,210,JEFFERSON
81,MT,220,JUDITH BASIN
81,MT,230,LAKE
81,MT,240,LEWIS AND CLARK
81,MT,250,LIBERTY
81,MT,260,LINCOLN
81,MT,270,MCCONE
81,MT,280,MADISON
81,MT,290,MEAGHER
81,MT,300,MINERAL
81,MT,310,MISSOULA
81,MT,320,MUSSELSHELL
81,MT,330,PARK
81,MT,340,PETROLEUM
81,MT,350,PHILLIPS
81,MT,360,PONDERA
81,MT,370,POWDER RIVER
81,MT,380,POWELL
81,MT,390,PRAIRIE
81,MT,400,RAVALLI
81,MT,410,RICHLAND
81,MT,420,ROOSEVELT
81,MT,430,ROSEBUD
81,MT,440,SANDERS
81,MT,450,SHERIDAN
81,MT,460,SILVER BOW
81,MT,470,STILLWATER
81,MT,480,SWEET GRASS
81,MT,490,TETON
81,MT,500,TOOLE
81,MT,510,TREASURE
81,MT,520,VALLEY
81,MT,530,WHEATLAND
81,MT,540,WIBAUX
81,MT,550,YELLOWSTONE
81,MT,990,STATEWIDE
82,ID,0,ADA
82,ID,10,ADAMS
82,ID,20,BANNOCK
82,ID,30,BEAR LAKE
82,ID,40,BENEWAH
82,ID,50,BINGHAM
82,ID,60,BLAINE
82,ID,70,BOISE
82,ID,80,BONNER
82,ID,90,BONNEVILLE
82,ID,100,BOUNDARY
82,ID,110,BUTTE
82,ID,120,CAMAS
82,ID,130,CANYON
82,ID,140,CARIBOU
82,ID,150,CASSIA
82,ID,160,CLARK
82,ID,170,CLEARWATER
82,ID,180,CUSTER
82,ID,190,ELMORE
82,ID,200,FRANKLIN
82,ID,210,FREMONT
82,ID,220,GEM
82,ID,230,GOODING
82,ID,240,IDAHO
82,ID,250,JEFFERSON
82,ID,260,JEROME
82,ID,270,KOOTENAI
82,ID,280,LATAH
82,ID,290,LEMHI
82,ID,300,LEWIS
82,ID,310,LINCOLN
82,ID,320,MADISON
82,ID,330,MINIDOKA
82,ID,340,NEZ PERCE
82,ID,350,ONEIDA
82,ID,360,OWYHEE
82,ID,370,PAYETTE
82,ID,380,POWER
82,ID,390,SHOSHONE
82,ID,400,TETON
82,ID,410,TWIN FALLS
82,ID,420,VALLEY
82,ID,430,WASHINGTON
82,ID,990,STATEWIDE
83,WY,0,ALBANY
83,WY,10,BIG HORN
83,WY,20,CAMPBELL
83,WY,30,CARBON
83,WY,40,CONVERSE
83,WY,50,CROOK
83,WY,60,FREMONT
83,WY,70,GOSHEN
83,WY,80,HOT SPRINGS
83,WY,90,JOHNSON
83,WY,100,LARAMIE
83,WY,110,LINCOLN
83,WY,120,NATRONA
83,WY,130,NIOBRARA
83,WY,140,PARK
83,WY,150,PLATTE
83,WY,160,SHERIDAN
83,WY,170,SUBLETTE
83,WY,180,SWEETWATER
83,WY,190,TETON
83,WY,200,UINTA
83,WY,210,WASHAKIE
83,WY,220,WESTON
83,WY,990,STATEWIDE
84,CO,0,ADAMS
84,CO,10,ALAMOSA
84,CO,20,ARAPAHOE
84,CO,30,ARCHULETA
84,CO,40,BACA
84,CO,50,BENT
84,CO,60,BOULDER
84,CO,70,CHAFFEE
84,CO,80,CHEYENNE
84,CO,90,CLEAR CREEK
84,CO,100,CONEJOS
84,CO,110,COSTILLA
84,CO,120,CROWLEY
84,CO,130,CUSTER
84,CO,140,DELTA
84,CO,150,DENVER
84,CO,160,DOLORES
84,CO,170,DOUGLAS
84,CO,180,EAGLE
84,CO,190,ELBERT
84,CO,200,EL PASO
84,CO,210,FREMONT
84,CO,220,GARFIELD
84,CO,230,GILPIN
84,CO,240,GRAND
84,CO,250,GUNNISON
84,CO,260,HINSDALE
84,CO,270,HUERFANO
84,CO,280,JACKSON
84,CO,290,JEFFERSON
84,CO,300,KIOWA
84,CO,310,KIT CARSON
84,CO,320,LAKE
84,CO,330,LA PLATA
84,CO,340,LARIMER
84,CO,350,LAS ANIMAS
84,CO,360,LINCOLN
84,CO,370,LOGAN
84,CO,380,MESA
84,CO,390,MINERAL
84,CO,400,MOFFAT
84,CO,410,MONTEZUMA
84,CO,420,MONTROSE
84,CO,430,MORGAN
84,CO,440,OTERO
84,CO,450,OURAY
84,CO,460,PARK
84,CO,470,PHILLIPS
84,CO,480,PITKIN
84,CO,490,PROWERS
84,CO,500,PUEBLO
84,CO,510,RIO BLANCO
84,CO,520,RIO GRANDE
84,CO,530,ROUTT
84,CO,540,SAGUACHE
84,CO,550,SAN JUAN
84,CO,560,SAN MIGUEL
84,CO,570,SEDGWICK
84,CO,580,SUMMIT
84,CO,590,TELLER
84,CO,600,WASHINGTON
84,CO,610,WELD
84,CO,620,YUMA
84,CO,990,STATEWIDE
85,NM,0,BERNALILLO
85,NM,10,CATRON
85,NM,20,CHAVES
85,NM,30,COLFAX
85,NM,40,CURRY
85,NM,50,DE BACA
85,NM,60,DONA ANA
85,NM,70,EDDY
85,NM,80,GRANT
85,NM,90,GUADALUPE
85,NM,100,HARDING
85,NM,110,HIDALGO
85,NM,120,LEA
85,NM,130,LINCOLN
85,NM,140,LUNA
85,NM,150,MCKINLEY
85,NM,160,MORA
85,NM,170,OTERO
85,NM,180,QUAY
85,NM,190,RIO ARRIBA
85,NM,200,ROOSEVELT
85,NM,210,SANDOVAL
85,NM,220,SAN JUAN
85,NM,230,SAN MIGUEL
85,NM,240,SANTA FE
85,NM,250,SIERRA
85,NM,260,SOCORRO
85,NM,270,TAOS
85,NM,280,TORRANCE
85,NM,290,UNION
85,NM,300,VALENCIA
85,NM,310,LOS ALAMOS
85,NM,990,STATEWIDE
86,AZ,0,APACHE
86,AZ,10,COCHISE
86,AZ,20,COCONINO
86,AZ,30,GILA
86,AZ,40,GRAHAM
86,AZ,50,GREENLEE
86,AZ,60,MARICOPA
86,AZ,70,MOHAVE
86,AZ,80,NAVAJO
86,AZ,90,PIMA
86,AZ,100,PINAL
86,AZ,110,SANTA CRUZ
86,AZ,120,YAVAPAI
86,AZ,130,YUMA
86,AZ,990,STATEWIDE
87,UT,0,BEAVER
87,UT,10,BOX ELDER
87,UT,20,CACHE
87,UT,30,CARBON
87,UT,40,DAGGETT
87,UT,50,DAVIS
87,UT,60,DUCHESNE
87,UT,70,EMERY
87,UT,80,GARFIELD
87,UT,90,GRAND
87,UT,100,IRON
87,UT,110,JUAB
87,UT,120,KANE
87,UT,130,MILLARD
87,UT,140,MORGAN
87,UT,150,PIUTE
87,UT,160,RICH
87,UT,170,SALT LAKE
87,UT,180,SAN JUAN
87,UT,190,SANPETE
87,UT,200,SEVIER
87,UT,210,SUMMIT
87,UT,220,TOOELE
87,UT,230,UINTAH
87,UT,240,UTAH
87,UT,250,WASATCH
87,UT,260,WASHINGTON
87,UT,270,WAYNE
87,UT,280,WEBER
87,UT,990,STATEWIDE
88,NV,0,CHURCHILL
88,NV,10,CLARK
88,NV,20,DOUGLAS
88,NV,30,ELKO
88,NV,40,ESMERALDA
88,NV,50,EUREKA
88,NV,60,HUMBOLDT
88,NV,70,LANDER
88,NV,80,LINCOLN
88,NV,90,LYON
88,NV,100,MINERAL
88,NV,110,NYE
88,NV,120,ORMSBY
88,NV,130,PERSHING
88,NV,140,STOREY
88,NV,150,WASHOE
88,NV,160,WHITE PINE
88,NV,990,STATEWIDE
91,WA,0,ADAMS
91,WA,10,ASOTIN
91,WA,20,BENTON
91,WA,30,CHELAN
91,WA,40,CLALLAM
91,WA,50,CLARK
91,WA,60,COLUMBIA
91,WA,70,COWLITZ
91,WA,80,DOUGLAS
91,WA,90,FERRY
91,WA,100,FRANKLIN
91,WA,110,GARFIELD
91,WA,120,GRANT
91,WA,130,GRAYS HARBOR
91,WA,140,ISLAND
91,WA,150,JEFFERSON
91,WA,160,KING
91,WA,170,KITSAP
91,WA,180,KITTITAS
91,WA,190,KLICKITAT
91,WA,200,LEWIS
91,WA,210,LINCOLN
91,WA,220,MASON
91,WA,230,OKANOGAN
91,WA,240,PACIFIC
91,WA,250,PEND OREILLE
91,WA,260,PIERCE
91,WA,270,SAN JUAN
91,WA,280,SKAGIT
91,WA,290,SKAMANIA
91,WA,300,SNOHOMISH
91,WA,310,SPOKANE
91,WA,320,STEVENS
91,WA,330,THURSTON
91,WA,340,WAHKIAKUM
91,WA,350,WALLA WALLA
91,WA,360,WHATCOM
91,WA,370,WHITMAN
91,WA,380,YAKIMA
91,WA,990,STATEWIDE
92,OR,0,BAKER
92,OR,10,BENTON
92,OR,20,CLACKAMAS
92,OR,30,CLATSOP
92,OR,40,COLUMBIA
92,OR,50,COOS
92,OR,60,CROOK
92,OR,70,CURRY
92,OR,80,DESCHUTES
92,OR,90,DOUGLAS
92,OR,100,GILLIAM
92,OR,110,GRANT
92,OR,120,HARNEY
92,OR,130,HOOD RIVER
92,OR,140,JACKSON
92,OR,150,JEFFERSON
92,OR,160,JOSEPHINE
92,OR,170,KLAMATH
92,OR,180,LAKE
92,OR,190,LANE
92,OR,200,LINCOLN
92,OR,210,LINN
92,OR,220,MALHEUR
92,OR,230,MARION
92,OR,240,MORROW
92,OR,250,MULTNOMAH
92,OR,260,POLK
92,OR,270,SHERMAN
92,OR,280,TILLAMOOK
92,OR,290,UMATILLA
92,OR,300,UNION
92,OR,310,WALLOWA
92,OR,320,WASCO
92,OR,330,WASHINGTON
92,OR,340,WHEELER
92,OR,350,YAMHILL
92,OR,990,STATEWIDE
93,CA,0,ALAMEDA
93,CA,10,ALPINE
93,CA,20,AMADOR
93,CA,30,BUTTE
93,CA,40,CALAVERAS
93,CA,50,COLUSA
93,CA,60,CONTRA COSTA
93,CA,70,DEL NORTE
93,CA,80,EL DORADO
93,CA,90,FRESNO
93,CA,100,GLENN
93,CA,110,HUMBOLDT
93,CA,120,IMPERIAL
93,CA,130,INYO
93,CA,140,KERN
93,CA,150,KINGS
93,CA,160,LAKE
93,CA,170,LASSEN
93,CA,200,LOS ANGELES
93,CA,300,MADERA
93,CA,310,MARIN
93,CA,320,MARIPOSA
93,CA,330,MENDOCINO
93,CA,340,MERCED
93,CA,350,MODOC
93,CA,360,MONO
93,CA,370,MONTEREY
93,CA,380,NAPA
93,CA,390,NEVADA
93,CA,400,ORANGE
93,CA,410,PLACER
93,CA,420,PLUMAS
93,CA,430,RIVERSIDE
93,CA,440,SACRAMENTO
93,CA,450,SAN BENITO
93,CA,460,SAN BERNARDINO
93,CA,470,SAN DIEGO
93,CA,480,SAN FRANCISCO
93,CA,490,SAN JOAQUIN
93,CA,500,SAN LUIS OBISPO
93,CA,510,SAN MATEO
93,CA,520,SANTA BARBARA
93,CA,530,SANTA CLARA
93,CA,540,SANTA CRUZ
93,CA,550,SHASTA
93,CA,560,SIERRA
93,CA,570,SISKIYOU
93,CA,580,SOLANO
93,CA,590,SONOMA
93,CA,600,STANISLAUS
93,CA,610,SUTTER
93,CA,620,TEHAMA
93,CA,630,TRINITY
93,CA,640,TULARE
93,CA,650,TUOLUMNE
93,CA,660,VENTURA
93,CA,670,YOLO
93,CA,680,YUBA
93,CA,990,STATEWIDE
